seq_id,start,end,strand,type,gbkey,gene_biotype,locus_tag,product,name,old_locus_tag,Function
NC_006350.1,2622584,2623081,-,CDS,CDS,NA,BPS_RS11645,ribosomal protein S18-alanine N-acetyltransferase,rimI,BPSL2184,Ribosome_constituents
NC_006350.1,3790127,3790786,+,CDS,CDS,NA,BPS_RS17120,ribosome biogenesis GTP-binding protein YihA/YsxC,yihA,BPSL3182,Cell_division
NC_006350.1,1756326,1757663,+,CDS,CDS,NA,BPS_RS08060,ribosome biogenesis GTPase Der,der,BPSL1517,Putative_assignment
NC_006350.1,3004440,3005129,-,CDS,CDS,NA,BPS_RS13375,ribosome maturation factor RimM,rimM,BPSL2491,Ribosome_constituents
NC_006350.1,2289845,2290306,-,CDS,CDS,NA,BPS_RS10225,ribosome maturation factor RimP,rimP,BPSL1920,Ribosome_constituents
NC_006350.1,2586860,2587420,-,CDS,CDS,NA,BPS_RS11505,ribosome recycling factor,frr,BPSL2156,Macromolecule_biosynthesis/modification
NC_006350.1,1340322,1340786,-,CDS,CDS,NA,BPS_RS06090,ribosome silencing factor,rsfS,BPSL1161,Conserved_hypothetical_proteins
NC_006350.1,2996766,2997710,+,CDS,CDS,NA,BPS_RS13335,ribosome small subunit-dependent GTPase A,rsgA,BPSL2483,Ribosome_constituents
NC_006350.1,2993296,2993904,+,CDS,CDS,NA,BPS_RS13315,ribosome-associated protein,BPS_RS13315,BPSL2479,Conserved_hypothetical_proteins
NC_006350.1,584514,584873,-,CDS,CDS,NA,BPS_RS02795,ribosome-associated translation inhibitor RaiA,raiA,BPSL0532,Putative_assignment
NC_006350.1,3638265,3638951,+,CDS,CDS,NA,BPS_RS16390,ribulose-phosphate 3-epimerase,rpe,BPSL3048,Central/Intermediary_metabolism
NC_006350.1,2461039,2463447,+,CDS,CDS,NA,BPS_RS10945,RICIN domain-containing protein,BPS_RS10945,BPSL2056,Putative_assignment
NC_006351.1,2266833,2269253,+,CDS,CDS,NA,BPS_RS27720,RICIN domain-containing protein,BPS_RS27720,BPSS1649,Putative_assignment
NC_006350.1,714577,714963,+,CDS,CDS,NA,BPS_RS03325,RidA family protein,BPS_RS03325,BPSL0631,Conserved_hypothetical_proteins
NC_006350.1,780710,781117,-,CDS,CDS,NA,BPS_RS03605,RidA family protein,BPS_RS03605,BPSL0685,Conserved_hypothetical_proteins
NC_006350.1,1253042,1253500,-,CDS,CDS,NA,BPS_RS05670,RidA family protein,BPS_RS05670,BPSL1082,Conserved_hypothetical_proteins
NC_006350.1,2319386,2319739,-,CDS,CDS,NA,BPS_RS10365,RidA family protein,BPS_RS10365,BPSL1947,Conserved_hypothetical_proteins
NC_006351.1,2793355,2793765,-,CDS,CDS,NA,BPS_RS30050,RidA family protein,BPS_RS30050,BPSS2059,Macromolecule_degradation
NC_006351.1,2968811,2969203,+,CDS,CDS,NA,BPS_RS30860,RidA family protein,BPS_RS30860,BPSS2201,Conserved_hypothetical_proteins
NC_006350.1,1871871,1872869,-,CDS,CDS,NA,BPS_RS08565,Rieske 2Fe-2S domain-containing protein,BPS_RS08565,BPSL1615,Putative_assignment
NC_006350.1,2952956,2953351,-,CDS,CDS,NA,BPS_RS13110,Rieske 2Fe-2S domain-containing protein,BPS_RS13110,BPSL2449,Conserved_hypothetical_proteins
NC_006350.1,3948263,3949327,+,CDS,CDS,NA,BPS_RS17935,Rieske 2Fe-2S domain-containing protein,BPS_RS17935,BPSL3329,Conserved_hypothetical_proteins
NC_006351.1,371678,372670,-,CDS,CDS,NA,BPS_RS20130,Rieske 2Fe-2S domain-containing protein,BPS_RS20130,BPSS0279,Conserved_hypothetical_proteins
NC_006351.1,1980890,1984240,+,CDS,CDS,NA,BPS_RS26650,Rieske 2Fe-2S domain-containing protein,BPS_RS26650,BPSS1453,Putative_assignment
NC_006351.1,2563271,2564548,-,CDS,CDS,NA,BPS_RS29070,Rieske 2Fe-2S domain-containing protein,BPS_RS29070,BPSS1888,Small_molecules_degradation
NC_006350.1,1416651,1417913,+,CDS,CDS,NA,BPS_RS06470,right-handed parallel beta-helix repeat-containing protein,BPS_RS06470,BPSL1233,Cell_envelope
NC_006351.1,2582328,2583347,+,CDS,CDS,NA,BPS_RS29160,ring-hydroxylating dioxygenase ferredoxin reductase family protein,BPS_RS29160,BPSS1905,Small_molecules_degradation
NC_006350.1,2582595,2583986,-,CDS,CDS,NA,BPS_RS11485,RIP metalloprotease RseP,rseP,BPSL2152,Macromolecule_degradation
NC_006350.1,1582366,1583028,+,CDS,CDS,NA,BPS_RS07180,RlmE family RNA methyltransferase,BPS_RS07180,BPSL1355,Ribosome_constituents
NC_006350.1,1774462,1775649,+,CDS,CDS,NA,BPS_RS08145,RluA family pseudouridine synthase,BPS_RS08145,BPSL1532,Macromolecule_biosynthesis/modification
NC_006350.1,2954013,2955020,-,CDS,CDS,NA,BPS_RS13120,RluA family pseudouridine synthase,BPS_RS13120,BPSL2451,Macromolecule_biosynthesis/modification
NC_006350.1,877250,877804,+,CDS,CDS,NA,BPS_RS04000,RNA 2'-phosphotransferase,BPS_RS04000,BPSL0762,Macromolecule_biosynthesis/modification
NC_006350.1,3755758,3756318,-,CDS,CDS,NA,BPS_RS16985,RNA 2'%2C3'-cyclic phosphodiesterase,thpR,BPSL3156,Macromolecule_biosynthesis/modification
NC_006350.1,1757798,1758037,+,CDS,CDS,NA,BPS_RS08065,RNA chaperone Hfq,hfq,BPSL1518,Chaperones
NC_006350.1,2246186,2246836,+,CDS,CDS,NA,BPS_RS10050,RNA chaperone Hfq,hfq,BPSL1885A,Cell_envelope
NC_006350.1,2574492,2575280,-,CDS,CDS,NA,BPS_RS11445,RNA methyltransferase,BPS_RS11445,BPSL2144,Ribosome_constituents
NC_006350.1,2711247,2712158,-,CDS,CDS,NA,BPS_RS12020,RNA methyltransferase,BPS_RS12020,BPSL2249,Macromolecule_biosynthesis/modification
NC_006350.1,585023,586531,-,CDS,CDS,NA,BPS_RS02800,RNA polymerase factor sigma-54,BPS_RS02800,BPSL0533,RNA_polymerase_core
NC_006351.1,2991302,2992777,-,CDS,CDS,NA,BPS_RS30955,RNA polymerase factor sigma-54,BPS_RS30955,BPSS2218,RNA_polymerase_core
NC_006350.1,2124207,2124920,-,CDS,CDS,NA,BPS_RS09475,RNA polymerase factor sigma-70,BPS_RS09475,BPSL1787,RNA_polymerase_core
NC_006351.1,3164715,3165320,+,CDS,CDS,NA,BPS_RS31680,RNA polymerase factor sigma-70,BPS_RS31680,BPSS2347,Conserved_hypothetical_proteins
NC_006350.1,1378207,1378767,-,CDS,CDS,NA,BPS_RS06275,RNA polymerase sigma factor,BPS_RS06275,BPSL1195,RNA_polymerase_core
NC_006350.1,1692620,1693327,+,CDS,CDS,NA,BPS_RS07735,RNA polymerase sigma factor,BPS_RS07735,BPSL1456,RNA_polymerase_core
NC_006351.1,55677,56372,+,CDS,CDS,NA,BPS_RS18845,RNA polymerase sigma factor,BPS_RS18845,BPSS0057,RNA_polymerase_core
NC_006351.1,2503507,2504775,-,CDS,CDS,NA,BPS_RS28785,RNA polymerase sigma factor,BPS_RS28785,BPSS1841,RNA_polymerase_core
NC_006350.1,3908047,3908781,-,CDS,CDS,NA,BPS_RS17740,RNA polymerase sigma factor FliA,BPS_RS17740,BPSL3291,Chemotaxis_and_mobility
NC_006351.1,2406884,2408926,-,CDS,CDS,NA,BPS_RS28315,RNA polymerase sigma factor RpoD,rpoD,BPSS1755,RNA_polymerase_core
NC_006350.1,114323,115771,-,CDS,CDS,NA,BPS_RS00525,RNA polymerase sigma factor RpoD/SigA,BPS_RS00525,BPSL0103,RNA_polymerase_core
NC_006350.1,2942382,2942981,-,CDS,CDS,NA,BPS_RS13045,RNA polymerase sigma factor RpoE,rpoE,BPSL2436,RNA_polymerase_core
NC_006350.1,554070,555005,-,CDS,CDS,NA,BPS_RS02650,RNA polymerase sigma factor RpoH,rpoH,BPSL0504,Macromolecule_biosynthesis/modification
NC_006350.1,1743199,1744278,+,CDS,CDS,NA,BPS_RS07995,RNA polymerase sigma factor RpoS,rpoS,BPSL1505,RNA_polymerase_core
NC_006350.1,1314397,1315290,-,CDS,CDS,NA,BPS_RS05920,RNA polymerase sigma-70 factor,BPS_RS05920,BPSL1130,RNA_polymerase_core
NC_006350.1,213074,213490,-,CDS,CDS,NA,BPS_RS01070,RNA polymerase-binding protein DksA,dksA,BPSL0205,Putative_assignment
NC_006350.1,3575884,3576534,+,CDS,CDS,NA,BPS_RS16105,RNA pyrophosphohydrolase,BPS_RS16105,BPSL2999,Central/Intermediary_metabolism
NC_006350.1,2973359,2973580,+,CDS,CDS,NA,BPS_RS13220,RNA-binding S4 domain-containing protein,BPS_RS13220,BPSL2467,Conserved_hypothetical_proteins
NC_006350.1,3383618,3384025,-,CDS,CDS,NA,BPS_RS15190,RNA-binding S4 domain-containing protein,BPS_RS15190,BPSL2830,Adaptation
NC_006350.1,1767550,1769874,-,CDS,CDS,NA,BPS_RS08120,RNA-binding transcriptional accessory protein,BPS_RS08120,BPSL1527,Macromolecule_biosynthesis/modification
NC_006350.1,644090,646162,-,CDS,CDS,NA,BPS_RS03055,RNA-directed DNA polymerase,BPS_RS03055,BPSL0582,Hypothetical_proteins
NC_006350.1,646155,647501,-,CDS,CDS,NA,BPS_RS03060,RNA-directed DNA polymerase,BPS_RS03060,BPSL0583,Hypothetical_proteins
NC_006350.1,581696,582589,-,CDS,CDS,NA,BPS_RS02780,RNase adapter RapZ,rapZ,BPSL0529,Conserved_hypothetical_proteins
NC_006350.1,3481359,3481770,-,RNase_P_RNA,ncRNA,NA,BPS_RS15625,RNase P RNA component class A,rnpB,BPSLs06,-
NC_006350.1,3550187,3552265,-,CDS,CDS,NA,BPS_RS15970,RNB domain-containing ribonuclease,BPS_RS15970,BPSL2977,Macromolecule_degradation
NC_006350.1,2955743,2959009,+,CDS,CDS,NA,BPS_RS13125,Rne/Rng family ribonuclease,BPS_RS13125,BPSL2452,Macromolecule_degradation
NC_006350.1,2563691,2564014,-,CDS,CDS,NA,BPS_RS11395,RnfH family protein,BPS_RS11395,BPSL2135,Conserved_hypothetical_proteins
NC_006350.1,191813,192856,-,CDS,CDS,NA,BPS_RS00970,rod shape-determining protein,BPS_RS00970,BPSL0186,Cell_division
NC_006351.1,864490,865554,+,CDS,CDS,NA,BPS_RS22120,rod shape-determining protein,BPS_RS22120,BPSS0633,Central/Intermediary_metabolism
NC_006350.1,190620,191693,-,CDS,CDS,NA,BPS_RS00965,rod shape-determining protein MreC,mreC,BPSL0185,Cell_envelope
NC_006350.1,190111,190623,-,CDS,CDS,NA,BPS_RS00960,rod shape-determining protein MreD,mreD,BPSL0184,Cell_envelope
NC_006350.1,186311,187459,-,CDS,CDS,NA,BPS_RS00950,rod shape-determining protein RodA,rodA,BPSL0182,Cell_envelope
NC_006351.1,184511,185761,-,CDS,CDS,NA,BPS_RS19350,ROK family protein,BPS_RS19350,BPSS0143,Regulators_families
NC_006351.1,2469953,2470636,-,CDS,CDS,NA,BPS_RS28630,RraA family protein,BPS_RS28630,BPSS1811,Putative_assignment
NC_006350.1,1474934,1475395,+,CDS,CDS,NA,BPS_RS06700,Rrf2 family transcriptional regulator,BPS_RS06700,BPSL1272,Conserved_hypothetical_proteins
NC_006350.1,1720059,1720556,+,CDS,CDS,NA,BPS_RS07880,Rrf2 family transcriptional regulator,BPS_RS07880,BPSL1483,Putative_assignment
NC_006350.1,2871527,2872015,+,CDS,CDS,NA,BPS_RS12705,Rrf2 family transcriptional regulator,BPS_RS12705,BPSL2376,Putative_assignment
NC_006351.1,1211936,1212397,-,CDS,CDS,NA,BPS_RS23710,Rrf2 family transcriptional regulator,BPS_RS23710,BPSS0918,Putative_assignment
NC_006350.1,764729,765541,-,CDS,CDS,NA,BPS_RS03540,rRNA maturation RNase YbeY,ybeY,BPSL0672,Conserved_hypothetical_proteins
NC_006350.1,1061050,1062312,+,CDS,CDS,NA,BPS_RS04800,RsmB/NOP family class I SAM-dependent RNA methyltransferase,BPS_RS04800,BPSL0909,Conserved_hypothetical_proteins
NC_006350.1,1232050,1232232,-,CDS,CDS,NA,BPS_RS05590,rubredoxin,BPS_RS05590,BPSL1066,Energy_metabolism_-_carbon
NC_006350.1,3221882,3222052,-,CDS,CDS,NA,BPS_RS14475,rubredoxin,BPS_RS14475,BPSL2695,Energy_metabolism_-_carbon
NC_006351.1,2501208,2501630,-,CDS,CDS,NA,BPS_RS28775,rubrerythrin family protein,BPS_RS28775,BPSS1839,Protection_responses
NC_006350.1,170127,170465,-,CDS,CDS,NA,BPS_RS00845,Rz-like lysis system protein LysB,NA,NA,NA
NC_006351.1,1446060,1446398,+,CDS,CDS,NA,BPS_RS24570,Rz-like lysis system protein LysB,NA,NA,NA
NC_006350.1,169931,170206,-,CDS,CDS,NA,BPS_RS32235,Rz1-like lysis system protein LysC,lysC,BPSL0161,Laterally_acquired_elements
NC_006351.1,1446319,1446594,+,CDS,CDS,NA,BPS_RS32925,Rz1-like lysis system protein LysC,lysC,BPSS1073A,Laterally_acquired_elements
NC_006350.1,954204,955310,+,CDS,CDS,NA,BPS_RS04320,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase,BPS_RS04320,BPSL0820,Small_molecules_degradation
NC_006350.1,955324,956184,+,CDS,CDS,NA,BPS_RS04325,S-formylglutathione hydrolase,fghA,BPSL0821,Small_molecules_degradation
NC_006350.1,482135,483709,-,CDS,CDS,NA,BPS_RS02315,S41 family peptidase,BPS_RS02315,BPSL0442,Cell_envelope
NC_006350.1,2951945,2952946,-,CDS,CDS,NA,BPS_RS13105,S49 family peptidase,BPS_RS13105,BPSL2448,Cell_envelope
NC_006350.1,2571036,2572940,-,CDS,CDS,NA,BPS_RS11435,S53 family peptidase,BPS_RS11435,BPSL2142,Cell_envelope
NC_006350.1,3162211,3163431,+,CDS,CDS,NA,BPS_RS14180,S53 family peptidase,BPS_RS14180,BPSL2639,Cell_envelope
NC_006351.1,2120444,2122033,-,CDS,CDS,NA,BPS_RS27245,S53 family peptidase,BPS_RS27245,BPSS1562,Macromolecule_degradation
NC_006351.1,2665124,2667058,+,CDS,CDS,NA,BPS_RS29555,S53 family peptidase,BPS_RS29555,BPSS1973,Macromolecule_degradation
NC_006351.1,2381113,2382861,+,CDS,CDS,NA,BPS_RS28200,S53 family serine peptidase,BPS_RS28200,BPSS1734,Macromolecule_degradation
NC_006351.1,1289873,1291492,-,CDS,CDS,NA,BPS_RS24025,S8 family peptidase,BPS_RS24025,BPSS0974,Cell_envelope
NC_006351.1,2695482,2696990,-,CDS,CDS,NA,BPS_RS29655,S8 family peptidase,BPS_RS29655,BPSS1993,Macromolecule_degradation
NC_006350.1,631502,633238,+,CDS,CDS,NA,BPS_RS03000,S8/S53 family peptidase,BPS_RS03000,BPSL0574,Hypothetical_proteins
NC_006350.1,1844497,1845597,+,CDS,CDS,NA,BPS_RS08440,saccharopine dehydrogenase NADP-binding domain-containing protein,BPS_RS08440,BPSL1591,Conserved_hypothetical_proteins
NC_006351.1,3076641,3077294,+,CDS,CDS,NA,BPS_RS31340,SagB/ThcOx family dehydrogenase,BPS_RS31340,BPSS2287,Conserved_hypothetical_proteins
NC_006350.1,337902,339092,+,CDS,CDS,NA,BPS_RS01665,SAM-dependent methyltransferase,BPS_RS01665,BPSL0317,Conserved_hypothetical_proteins
NC_006350.1,2503503,2505395,-,CDS,CDS,NA,BPS_RS11105,SAM-dependent methyltransferase,BPS_RS11105,BPSL2084,Laterally_acquired_elements
NC_006350.1,2951184,2951906,+,CDS,CDS,NA,BPS_RS13100,SAM-dependent methyltransferase,BPS_RS13100,BPSL2447,Conserved_hypothetical_proteins
NC_006350.1,3680163,3681059,-,CDS,CDS,NA,BPS_RS16605,SAM-dependent methyltransferase,BPS_RS16605,BPSL3085,ARG
NC_006351.1,1869480,1872488,-,CDS,CDS,NA,BPS_RS26215,sarcosine oxidase subunit alpha family protein,BPS_RS26215,BPSS1367,Cofactor/carriers_biosynthesis
NC_006351.1,1873103,1874347,-,CDS,CDS,NA,BPS_RS26225,sarcosine oxidase subunit beta family protein,BPS_RS26225,BPSS1369,Cofactor/carriers_biosynthesis
NC_006351.1,1872485,1872778,-,CDS,CDS,NA,BPS_RS26220,sarcosine oxidase subunit delta,BPS_RS26220,BPSS1368,Cofactor/carriers_biosynthesis
NC_006351.1,1868855,1869490,-,CDS,CDS,NA,BPS_RS26210,sarcosine oxidase subunit gamma,BPS_RS26210,BPSS1366,Cofactor/carriers_biosynthesis
NC_006350.1,364988,365596,-,CDS,CDS,NA,BPS_RS01805,SCO family protein,BPS_RS01805,BPSL0344,Cell_envelope
NC_006350.1,500563,501180,+,CDS,CDS,NA,BPS_RS02425,SCO family protein,BPS_RS02425,BPSL0463,Cell_envelope
NC_006350.1,2463997,2464557,+,CDS,CDS,NA,BPS_RS10955,SCO family protein,BPS_RS10955,BPSL2058,Conserved_hypothetical_proteins
NC_006350.1,2916222,2916881,+,CDS,CDS,NA,BPS_RS12910,SCO family protein,BPS_RS12910,BPSL2412,Conserved_hypothetical_proteins
NC_006351.1,2029555,2030169,+,CDS,CDS,NA,BPS_RS26840,SCO family protein,BPS_RS26840,BPSS1489,Cell_envelope
NC_006351.1,2269728,2270342,+,CDS,CDS,NA,BPS_RS27730,SCO family protein,BPS_RS27730,BPSS1651,Cell_envelope
NC_006350.1,725041,725688,+,CDS,CDS,NA,BPS_RS03375,SCP2 sterol-binding domain-containing protein,BPS_RS03375,BPSL0639,Conserved_hypothetical_proteins
NC_006350.1,2853220,2853699,-,CDS,CDS,NA,BPS_RS12615,SCP2 sterol-binding domain-containing protein,BPS_RS12615,BPSL2360,Conserved_hypothetical_proteins
NC_006351.1,2082841,2083773,-,CDS,CDS,NA,BPS_RS27050,SctA family type III secretion system needle tip protein BipD,bipD,BPSS1529,Laterally_acquired_elements
NC_006351.1,2098689,2100551,-,CDS,CDS,NA,BPS_RS27130,SctC family type III secretion system outer membrane ring subunit BsaO,bsaO,BPSS1545,Laterally_acquired_elements
NC_006351.1,2103636,2104583,+,CDS,CDS,NA,BPS_RS27160,SctJ family type III secretion inner membrane ring lipoprotein Bas,basJ,BPSS1550,Laterally_acquired_elements
NC_006351.1,2105136,2105918,+,CDS,CDS,NA,BPS_RS27170,SctL family type III secretion system stator protein OrgB,orgB,BPSS1552,Laterally_acquired_elements
NC_006351.1,2093755,2095062,-,CDS,CDS,NA,BPS_RS27110,SctN family type III secretion system ATPase BsaS,bsaS,BPSS1541,Laterally_acquired_elements
NC_006351.1,2091071,2092042,-,CDS,CDS,NA,BPS_RS27095,SctQ family type III secretion system cytoplasmic ring protein BsaV,bsaV,BPSS1538,Laterally_acquired_elements
NC_006351.1,2090401,2091081,-,CDS,CDS,NA,BPS_RS27090,SctR family type III secretion system export apparatus subunit SpaP,spaP,BPSS1537,Laterally_acquired_elements
NC_006351.1,2090110,2090364,-,CDS,CDS,NA,BPS_RS27085,SctS family type III secretion system export apparatus subunit BsaX,bsaX,BPSS1536,Laterally_acquired_elements
NC_006351.1,2089321,2090076,-,CDS,CDS,NA,BPS_RS27080,SctT family type III secretion system export apparatus subunit BsaY,bsaY,BPSS1535,Laterally_acquired_elements
NC_006351.1,2088082,2089317,-,CDS,CDS,NA,BPS_RS27075,SctU family type III secretion system export apparatus subunit BsaZ,bsaZ,BPSS1534,Laterally_acquired_elements
NC_006351.1,2095478,2097550,-,CDS,CDS,NA,BPS_RS27120,SctV family type III secretion system export apparatus subunit BsaQ,bsaQ,BPSS1543,Laterally_acquired_elements
NC_006351.1,2097586,2098692,-,CDS,CDS,NA,BPS_RS27125,SctW family type III secretion system gatekeeper subunit BsaP,bsaP,BPSS1544,Laterally_acquired_elements
NC_006350.1,1829120,1829494,-,CDS,CDS,NA,BPS_RS08360,SdpI family protein,BPS_RS08360,BPSL1573,Cell_envelope
NC_006350.1,1014452,1015210,-,CDS,CDS,NA,BPS_RS04595,SDR family NAD(P)-dependent oxidoreductase,BPS_RS04595,BPSL0874,Putative_assignment
NC_006350.1,3338654,3339442,-,CDS,CDS,NA,BPS_RS14995,SDR family NAD(P)-dependent oxidoreductase,BPS_RS14995,BPSL2791,Cell_envelope
NC_006351.1,1130397,1131173,+,CDS,CDS,NA,BPS_RS23315,SDR family NAD(P)-dependent oxidoreductase,BPS_RS23315,BPSS0843,Conserved_hypothetical_proteins
NC_006351.1,1220446,1221372,-,CDS,CDS,NA,BPS_RS23750,SDR family NAD(P)-dependent oxidoreductase,BPS_RS23750,BPSS0925,Cell_envelope
NC_006351.1,1328070,1341815,+,CDS,CDS,NA,BPS_RS24205,SDR family NAD(P)-dependent oxidoreductase,BPS_RS24205,BPSS1006,Secondary_metabolism
NC_006351.1,1341805,1359456,+,CDS,CDS,NA,BPS_RS24210,SDR family NAD(P)-dependent oxidoreductase,BPS_RS24210,BPSS1007,Secondary_metabolism
NC_006351.1,2657833,2658741,+,CDS,CDS,NA,BPS_RS29525,SDR family NAD(P)-dependent oxidoreductase,BPS_RS29525,BPSS1968,Cell_envelope
NC_006350.1,58418,59215,-,CDS,CDS,NA,BPS_RS00275,SDR family oxidoreductase,BPS_RS00275,BPSL0054,Putative_assignment
NC_006350.1,336953,337888,-,CDS,CDS,NA,BPS_RS01660,SDR family oxidoreductase,BPS_RS01660,BPSL0316,Hypothetical_proteins
NC_006350.1,399557,400234,-,CDS,CDS,NA,BPS_RS01945,SDR family oxidoreductase,BPS_RS01945,BPSL0370,Conserved_hypothetical_proteins
NC_006350.1,410881,411594,+,CDS,CDS,NA,BPS_RS01995,SDR family oxidoreductase,BPS_RS01995,BPSL0379,Conserved_hypothetical_proteins
NC_006350.1,411739,412518,-,CDS,CDS,NA,BPS_RS02000,SDR family oxidoreductase,BPS_RS02000,BPSL0380,Conserved_hypothetical_proteins
NC_006350.1,1188469,1189227,-,CDS,CDS,NA,BPS_RS05370,SDR family oxidoreductase,BPS_RS05370,BPSL1019,Central/Intermediary_metabolism
NC_006350.1,1346128,1346907,+,CDS,CDS,NA,BPS_RS06125,SDR family oxidoreductase,BPS_RS06125,BPSL1167,Putative_assignment
NC_006350.1,1371117,1371875,-,CDS,CDS,NA,BPS_RS06230,SDR family oxidoreductase,BPS_RS06230,BPSL1186,Putative_assignment
NC_006350.1,1461243,1461872,-,CDS,CDS,NA,BPS_RS06665,SDR family oxidoreductase,BPS_RS06665,BPSL1265,Conserved_hypothetical_proteins
NC_006350.1,1536737,1537507,+,CDS,CDS,NA,BPS_RS06955,SDR family oxidoreductase,BPS_RS06955,BPSL1316,Conserved_hypothetical_proteins
NC_006350.1,1841025,1841351,+,CDS,CDS,NA,BPS_RS32460,SDR family oxidoreductase,BPS_RS32460,NA,NA
NC_006350.1,2058928,2059722,-,CDS,CDS,NA,BPS_RS09255,SDR family oxidoreductase,BPS_RS09255,BPSL1746,Conserved_hypothetical_proteins
NC_006350.1,2125986,2126732,-,CDS,CDS,NA,BPS_RS09485,SDR family oxidoreductase,BPS_RS09485,BPSL1789,Conserved_hypothetical_proteins
NC_006350.1,2324852,2325574,+,CDS,CDS,NA,BPS_RS10395,SDR family oxidoreductase,BPS_RS10395,BPSL1953,Conserved_hypothetical_proteins
NC_006350.1,2333095,2333874,-,CDS,CDS,NA,BPS_RS10430,SDR family oxidoreductase,BPS_RS10430,BPSL1960,Central/Intermediary_metabolism
NC_006350.1,3199593,3200558,-,CDS,CDS,NA,BPS_RS14365,SDR family oxidoreductase,BPS_RS14365,BPSL2674,Macromolecule_biosynthesis/modification
NC_006350.1,3537551,3538357,-,CDS,CDS,NA,BPS_RS15910,SDR family oxidoreductase,BPS_RS15910,BPSL2965,Small_molecules_degradation
NC_006350.1,3542240,3543019,-,CDS,CDS,NA,BPS_RS15930,SDR family oxidoreductase,BPS_RS15930,BPSL2969,Conserved_hypothetical_proteins
NC_006350.1,3946871,3947629,+,CDS,CDS,NA,BPS_RS17925,SDR family oxidoreductase,BPS_RS17925,BPSL3327,Putative_assignment
NC_006351.1,38606,39409,-,CDS,CDS,NA,BPS_RS18745,SDR family oxidoreductase,BPS_RS18745,BPSS0039,ARG
NC_006351.1,203913,204653,-,CDS,CDS,NA,BPS_RS19425,SDR family oxidoreductase,BPS_RS19425,BPSS0156,Conserved_hypothetical_proteins
NC_006351.1,834728,836518,-,CDS,CDS,NA,BPS_RS22010,SDR family oxidoreductase,BPS_RS22010,BPSS0612,Conserved_hypothetical_proteins
NC_006351.1,931722,932909,+,CDS,CDS,NA,BPS_RS22455,SDR family oxidoreductase,BPS_RS22455,BPSS0690,Conserved_hypothetical_proteins
NC_006351.1,974797,975591,-,CDS,CDS,NA,BPS_RS22650,SDR family oxidoreductase,BPS_RS22650,BPSS0725,Conserved_hypothetical_proteins
NC_006351.1,1025907,1026704,-,CDS,CDS,NA,BPS_RS22860,SDR family oxidoreductase,BPS_RS22860,BPSS0764,Conserved_hypothetical_proteins
NC_006351.1,1058226,1058969,+,CDS,CDS,NA,BPS_RS23000,SDR family oxidoreductase,BPS_RS23000,BPSS0792,Conserved_hypothetical_proteins
NC_006351.1,1060055,1060831,+,CDS,CDS,NA,BPS_RS23010,SDR family oxidoreductase,BPS_RS23010,BPSS0794,Conserved_hypothetical_proteins
NC_006351.1,1157732,1158565,+,CDS,CDS,NA,BPS_RS23435,SDR family oxidoreductase,BPS_RS23435,BPSS0866,Conserved_hypothetical_proteins
NC_006351.1,1188234,1189004,+,CDS,CDS,NA,BPS_RS23595,SDR family oxidoreductase,BPS_RS23595,BPSS0897,Conserved_hypothetical_proteins
NC_006351.1,1191346,1192143,+,CDS,CDS,NA,BPS_RS23615,SDR family oxidoreductase,BPS_RS23615,BPSS0901,Conserved_hypothetical_proteins
NC_006351.1,1568087,1572076,-,CDS,CDS,NA,BPS_RS25120,SDR family oxidoreductase,BPS_RS25120,BPSS1172,Secondary_metabolism
NC_006351.1,1650974,1651747,+,CDS,CDS,NA,BPS_RS25375,SDR family oxidoreductase,BPS_RS25375,BPSS1221,Central/Intermediary_metabolism
NC_006351.1,1700846,1701589,+,CDS,CDS,NA,BPS_RS25565,SDR family oxidoreductase,BPS_RS25565,BPSS1256,Central/Intermediary_metabolism
NC_006351.1,1932468,1933439,+,CDS,CDS,NA,BPS_RS26495,SDR family oxidoreductase,BPS_RS26495,BPSS1420,Conserved_hypothetical_proteins
NC_006351.1,2518209,2519006,-,CDS,CDS,NA,BPS_RS28855,SDR family oxidoreductase,BPS_RS28855,BPSS1853,Small_molecules_degradation
NC_006351.1,2519246,2520016,-,CDS,CDS,NA,BPS_RS28865,SDR family oxidoreductase,BPS_RS28865,BPSS1854,Conserved_hypothetical_proteins
NC_006351.1,2743020,2743880,+,CDS,CDS,NA,BPS_RS29875,SDR family oxidoreductase,BPS_RS29875,BPSS2030,Conserved_hypothetical_proteins
NC_006351.1,2803594,2804364,-,CDS,CDS,NA,BPS_RS30105,SDR family oxidoreductase,BPS_RS30105,BPSS2068,Conserved_hypothetical_proteins
NC_006351.1,2861989,2862693,-,CDS,CDS,NA,BPS_RS30350,SDR family oxidoreductase,BPS_RS30350,BPSS2114,Central/Intermediary_metabolism
NC_006351.1,3013740,3014771,-,CDS,CDS,NA,BPS_RS31085,SDR family oxidoreductase,NA,NA,NA
NC_006351.1,3016906,3017952,+,CDS,CDS,NA,BPS_RS31100,SDR family oxidoreductase,BPS_RS31100,BPSS2245,Putative_assignment
NC_006351.1,3032424,3033179,-,CDS,CDS,NA,BPS_RS31165,SDR family oxidoreductase,BPS_RS31165,BPSS2257,Conserved_hypothetical_proteins
NC_006351.1,3134787,3141608,-,CDS,CDS,NA,BPS_RS31570,SDR family oxidoreductase,BPS_RS31570,BPSS2328,Secondary_metabolism
