name_Sanger,name,Accession.no,Source,Country,year,ST,cluster_poppunk_old,cluster_poppunk_updated,Collection,Continent
7915_5#29,ERR156328,ERR156328,animal,Singapore,1996,51,5,5,Claire,Asia
7915_5#3,ERR156302,ERR156302,human,Singapore,2002,422,5,5,Claire,Asia
7915_5#30,ERR156329,ERR156329,env,Singapore,1996,51,5,5,Claire,Asia
7915_5#31,ERR156330,ERR156330,human,Singapore,na,84,1,1,Claire,Asia
7915_5#32,ERR156331,ERR156331,env,Singapore,1996,51,5,5,Claire,Asia
7915_5#33,ERR156332,ERR156332,env,Singapore,1996,51,5,5,Claire,Asia
7915_5#4,ERR156303,ERR156303,human,Singapore,2004,84,1,1,Claire,Asia
7915_5#5,ERR156304,ERR156304,animal,Singapore,1996,51,5,5,Claire,Asia
7915_5#6,ERR156305,ERR156305,human,Singapore,2002,423,1,1,Claire,Asia
7915_5#7,ERR156306,ERR156306,human,Malaysia,2002,1057,6,6,Claire,Asia
7915_5#8,ERR156307,ERR156307,human,Singapore,2002,289,1,1,Claire,Asia
7915_5#9,ERR156308,ERR156308,human,Singapore,2002,423,1,1,Claire,Asia
8009_4#1,ERR162597,ERR162597,human,Laos,2003,162,2,2,Claire,Asia
8009_4#10,ERR162606,ERR162606,human,Laos,2005,488,189,189,Claire,Asia
8009_4#11,ERR162607,ERR162607,human,Laos,2005,507,1,1,Claire,Asia
8009_4#12,ERR162608,ERR162608,human,Laos,2005,512,1,1,Claire,Asia
8009_4#13,ERR162609,ERR162609,env,Laos,2009,1541,3,3,Claire,Asia
8009_4#14,ERR162610,ERR162610,env,Laos,2009,16,26,26,Claire,Asia
8009_4#15,ERR162611,ERR162611,env,Laos,2009,47,20,20,Claire,Asia
8009_4#16,ERR162612,ERR162612,human,Thailand,2001,70,1,1,Claire,Asia
8009_4#17,ERR162613,ERR162613,human,Thailand,2001,167,2,2_2,Claire,Asia
8009_4#18,ERR162614,ERR162614,human,Thailand,2001,54,6,6,Claire,Asia
8009_4#19,ERR162615,ERR162615,human,Thailand,2001,58,2,2_3,Claire,Asia
8009_4#2,ERR162598,ERR162598,human,Laos,2004,511,1,1,Claire,Asia
8009_4#21,ERR162617,ERR162617,human,Thailand,2001,60,2,2_2,Claire,Asia
8009_4#22,ERR162618,ERR162618,human,Thailand,2001,174,7,7,Claire,Asia
8009_4#23,ERR162619,ERR162619,human,Thailand,2001,48,2,2,Claire,Asia
8009_4#24,ERR162620,ERR162620,human,Thailand,2001,34,4,4,Claire,Asia
8009_4#25,ERR162621,ERR162621,human,Thailand,2001,33,4,4,Claire,Asia
8009_4#26,ERR162622,ERR162622,human,Thailand,1995,317,190,190,Claire,Asia
8009_4#27,ERR162623,ERR162623,human,Thailand,1992,309,16,16,Claire,Asia
8009_4#28,ERR162624,ERR162624,human,Thailand,2002,316,191,191,Claire,Asia
8009_4#29,ERR162625,ERR162625,human,Thailand,2001,229,1,1,Claire,Asia
8009_4#3,ERR162599,ERR162599,human,Laos,2004,495,111,111,Claire,Asia
8009_4#30,ERR162626,ERR162626,env,Thailand,1998,230,1,1,Claire,Asia
8009_4#4,ERR162600,ERR162600,human,Laos,2005,489,8,8,Claire,Asia
8009_4#5,ERR162601,ERR162601,human,Laos,2004,504,8,8,Claire,Asia
8009_4#6,ERR162602,ERR162602,human,Laos,2005,205,2,2,Claire,Asia
8009_4#7,ERR162603,ERR162603,human,Laos,2004,500,5,5,Claire,Asia
8009_4#8,ERR162604,ERR162604,human,Laos,2004,513,1,1,Claire,Asia
8009_4#9,ERR162605,ERR162605,human,Laos,2004,491,3,3,Claire,Asia
8191_2#1,ERR178240,ERR178240,human,Cambodia,2006,687,192,192,Claire,Asia
8191_2#10,ERR178249,ERR178249,human,Cambodia,2007,689,193,193,Claire,Asia
8191_2#11,ERR178250,ERR178250,human,Cambodia,2007,693,23,23,Claire,Asia
8191_2#12,ERR178251,ERR178251,human,Cambodia,2007,690,12,12,Claire,Asia
8191_2#13,ERR178252,ERR178252,human,Cambodia,2008,686,110,110,Claire,Asia
8191_2#14,ERR178253,ERR178253,env,Cambodia,2006,494,56,56,Claire,Asia
8191_2#15,ERR178254,ERR178254,env,Cambodia,2006,510,23,23,Claire,Asia
8191_2#16,ERR178255,ERR178255,human,Cambodia,2007,70,1,1,Claire,Asia
8191_2#17,ERR178256,ERR178256,human,Vietnam,2008,67,1,1,Claire,Asia
8191_2#18,ERR178257,ERR178257,human,Vietnam,2008,99,2,2,Claire,Asia
8191_2#19,ERR178258,ERR178258,human,Vietnam,2009,163,58,58,Claire,Asia
8191_2#2,ERR178241,ERR178241,human,Cambodia,2006,688,194,194,Claire,Asia
8191_2#20,ERR178259,ERR178259,human,Vietnam,2009,871,195,195,Claire,Asia
8191_2#21,ERR178260,ERR178260,human,Vietnam,2009,67,1,1,Claire,Asia
8191_2#22,ERR178261,ERR178261,human,Vietnam,2010,884,12,12,Claire,Asia
8191_2#23,ERR178262,ERR178262,human,Vietnam,2010,1542,4,4,Claire,Asia
8191_2#24,ERR178263,ERR178263,human,Vietnam,2010,1543,1,1,Claire,Asia
8191_2#25,ERR178264,ERR178264,human,Vietnam,2010,653,39,39,Claire,Asia
8191_2#26,ERR178265,ERR178265,human,Vietnam,2010,211,52,52,Claire,Asia
8191_2#27,ERR178266,ERR178266,human,Vietnam,2010,916,196,196,Claire,Asia
8191_2#28,ERR178267,ERR178267,human,Vietnam,2010,67,1,1,Claire,Asia
8191_2#29,ERR178268,ERR178268,human,Vietnam,2010,367,9,9,Claire,Asia
8191_2#3,ERR178242,ERR178242,human,Cambodia,2008,695,117,117,Claire,Asia
8191_2#30,ERR178269,ERR178269,human,Vietnam,2011,653,39,39,Claire,Asia
8191_2#4,ERR178243,ERR178243,human,Cambodia,2007,685,13,13,Claire,Asia
8191_2#5,ERR178244,ERR178244,human,Cambodia,2006,525,33,33,Claire,Asia
8191_2#6,ERR178245,ERR178245,human,Cambodia,2008,694,4,4,Claire,Asia
8191_2#7,ERR178246,ERR178246,human,Cambodia,2008,691,197,197,Claire,Asia
8191_2#8,ERR178247,ERR178247,human,Cambodia,2006,692,8,8,Claire,Asia
8191_2#9,ERR178248,ERR178248,human,Cambodia,2006,505,71,2,Claire,Asia
9517_1#10,ERR298752,ERR298752,human,Bangladesh,2010,1544,198,2,Claire,Asia
9517_1#11,ERR298753,ERR298753,human,Brazil,2003,92,25,25_233,Claire,South America
9517_1#12,ERR298754,ERR298754,human,Brazil,2006,92,25,25_233,Claire,South America
9517_1#13,ERR298755,ERR298755,human,Brunei,2003,169,5,5,Claire,Asia
9517_1#14,ERR298756,ERR298756,env,Burkina_Faso,1973,6,118,118,Claire,Africa
9517_1#15,ERR298757,ERR298757,human,China,1996,1545,199,199,Claire,Asia
9517_1#16,ERR298758,ERR298758,human,China,1996,50,2,2,Claire,Asia
9517_1#17,ERR298759,ERR298759,human,India,2005,344,200,200,Claire,Asia
9517_1#18,ERR298760,ERR298760,human,India,2010,1427*,201,201,Claire,Asia
9517_1#20,ERR298762,ERR298762,human,Kenya,1980,18,202,202,Claire,Africa
9517_1#21,ERR298763,ERR298763,human,Malaysia,1977,51,5,5,Claire,Asia
9517_1#22,ERR298764,ERR298764,human,Malaysia,na,289,1,1,Claire,Asia
9517_1#23,ERR298765,ERR298765,human,Malaysia,na,46,2,2,Claire,Asia
9517_1#24,ERR298766,ERR298766,human,Malaysia,na,46,2,2,Claire,Asia
9517_1#25,ERR298767,ERR298767,human,Malaysia,na,438,35,35,Claire,Asia
9517_1#26,ERR298768,ERR298768,human,Malaysia,na,46,2,2,Claire,Asia
9517_1#27,ERR298769,ERR298769,human,Malaysia,na,1546,5,5,Claire,Asia
9517_1#28,ERR298770,ERR298770,human,Malaysia,1999,426,119,119,Claire,Asia
9517_1#29,ERR298771,ERR298771,human,Malaysia,1999,51,5,5,Claire,Asia
9517_1#30,ERR298772,ERR298772,human,Nigeria,2010,707,203,203,Claire,Africa
9517_1#31,ERR298773,ERR298773,animal,Philippines,1990,57,2,2_3,Claire,Asia
9517_1#32,ERR298774,ERR298774,animal,Philippines,1990,98,120,120,Claire,Asia
9517_1#33,ERR298775,ERR298775,animal,Philippines,1990,57,2,2_3,Claire,Asia
9517_1#34,ERR298776,ERR298776,animal,Philippines,1990,63,120,120,Claire,Asia
9517_1#35,ERR298777,ERR298777,human,Philippines,2011,1547,204,204,Claire,Asia
9517_1#36,ERR298778,ERR298778,human,Virgin_Islands,2007,1492,25,25_233,Claire,North America
9517_1#37,ERR298779,ERR298779,animal,Chad,1956,82,121,121,Claire,Africa
9517_1#5,ERR298747,ERR298747,human,Bangladesh,1998,56,2,2,Claire,Asia
9517_1#6,ERR298748,ERR298748,human,Bangladesh,1999,43,122,122,Claire,Asia
9517_1#7,ERR298749,ERR298749,human,Bangladesh,1999,71,205,2,Claire,Asia
9517_1#8,ERR298750,ERR298750,human,Bangladesh,2003,1548,206,2,Claire,Asia
9517_1#9,ERR298751,ERR298751,human,Bangladesh,2006,1007,2,2,Claire,Asia
9554_8#1,ERR298339,ERR298339,human,Australia,1994,105,207,207,Claire,Australia
9554_8#10,ERR298348,ERR298348,human,Vietnam,1947,169,5,5,Claire,Asia
9554_8#11,ERR298349,ERR298349,human,Vietnam,1947,56,2,2,Claire,Asia
9554_8#12,ERR298350,ERR298350,human,Vietnam,1947,56,2,2,Claire,Asia
9554_8#13,ERR298351,ERR298351,human,Vietnam,1953,288,7,7,Claire,Asia
9554_8#14,ERR298352,ERR298352,human,Vietnam,1948,169,5,5,Claire,Asia
9554_8#15,ERR298353,ERR298353,animal,Singapore,1935,51,5,5,Claire,Asia
9554_8#16,ERR298354,ERR298354,animal,Sabah,1967,661,2,2,Claire,Asia
9554_8#17,ERR298355,ERR298355,human,France,1962,351,5,5,Claire,Europe
9554_8#18,ERR298356,ERR298356,human,New_Caledonia,2002,291,208,208,Claire,Australia
9554_8#19,ERR298357,ERR298357,human,Martinique,2010,92,25,25_233,Claire,North America
9554_8#2,ERR298340,ERR298340,human,Australia,1997,682,209,209,Claire,Australia
9554_8#20,ERR298358,ERR298358,human,New_Caledonia,2004,292,210,210,Claire,Australia
9554_8#21,ERR298359,ERR298359,human,Martinique,2010,92,25,25_233,Claire,North America
9554_8#22,ERR298360,ERR298360,human,Cambodia,2010,849,99,99,Claire,Asia
9554_8#3,ERR298341,ERR298341,human,Australia,2005,483,123,123,Claire,Australia
9554_8#4,ERR298342,ERR298342,env,Australia,1997,268,211,211,Claire,Australia
9554_8#5,ERR298343,ERR298343,env,Australia,2010,849,87,87,Claire,Australia
9554_8#6,ERR298344,ERR298344,env,Australia,2011,998,212,212,Claire,Australia
9554_8#7,ERR298345,ERR298345,env,Australia,2011,862,88,88,Claire,Australia
9554_8#8,ERR298346,ERR298346,env,Australia,2011,999,213,213,Claire,Australia
9554_8#9,ERR298347,ERR298347,animal,Chad,1956,82,121,121,Claire,Africa
9742_6#10,ERR311039,ERR311039,human,Puerto_Rico,1998,92,25,25_233,Claire,North America
9742_6#11,ERR311040,ERR311040,human,Australia,1992,149,54,54,Claire,Australia
9742_6#12,ERR311041,ERR311041,human,PNG,1992,274,214,214,Claire,Australia
9742_6#13,ERR311042,ERR311042,human,Fiji,1992,280,124,124,Claire,Australia
9742_6#14,ERR311043,ERR311043,human,Australia,1993,238,125,125,Claire,Australia
9742_6#15,ERR311044,ERR311044,human,Australia,1993,259,64,64,Claire,Australia
9742_6#16,ERR311045,ERR311045,human,Australia,1994,1070,215,215,Claire,Australia
9742_6#17,ERR311046,ERR311046,human,Australia,1994,125,49,49,Claire,Australia
9742_6#18,ERR311047,ERR311047,human,Malaysia,1994,232,84,84,Claire,Asia
9742_6#19,ERR311048,ERR311048,human,Australia,1994,243,42,42,Claire,Australia
9742_6#2,ERR311031,ERR311031,env,Madagascar,1977,6,118,118,Claire,Africa
9742_6#20,ERR311049,ERR311049,human,Australia,1995,149,54,54,Claire,Australia
9742_6#21,ERR311050,ERR311050,human,Australia,1996,126,49,49,Claire,Australia
9742_6#22,ERR311051,ERR311051,human,Australia,1996,277,216,216,Claire,Australia
9742_6#23,ERR311052,ERR311052,human,Australia,1996,285,217,217,Claire,Australia
9742_6#24,ERR311053,ERR311053,human,Australia,1996,126,49,49,Claire,Australia
9742_6#25,ERR311054,ERR311054,env,Australia,1997,126,49,49,Claire,Australia
9742_6#26,ERR311055,ERR311055,human,Australia,1998,109,15,15,Claire,Australia
9742_6#27,ERR311056,ERR311056,human,Australia,1998,103,75,75,Claire,Australia
9742_6#28,ERR311057,ERR311057,human,Australia,1998,130,218,218,Claire,Australia
9742_6#29,ERR311058,ERR311058,human,Australia,1998,245,89,89,Claire,Australia
9742_6#30,ERR311059,ERR311059,human,Australia,1998,278,76,76,Claire,Australia
9742_6#31,ERR311060,ERR311060,human,Australia,1999,257,65,65,Claire,Australia
9742_6#32,ERR311061,ERR311061,human,Australia,1999,103,75,75,Claire,Australia
9742_6#33,ERR311062,ERR311062,human,Australia,1999,112,126,126,Claire,Australia
9742_6#34,ERR311063,ERR311063,human,Australia,2001,259*,64,64,Claire,Australia
9742_6#4,ERR311033,ERR311033,human,Bangladesh,1960,46,2,2,Claire,Asia
9742_6#6,ERR311035,ERR311035,NA,Puerto_Rico,1982,Novel*,25,25_233,Claire,North America
9742_6#7,ERR311036,ERR311036,NA,PNG,1978,246,219,219,Claire,Australia
9742_6#8,ERR311037,ERR311037,NA,India,1995,43,122,122,Claire,Asia
9742_6#9,ERR311038,ERR311038,human,Mauritius,2004,1549,220,220,Claire,Africa
9742_8#1,ERR539740,ERR539740,human,Australia,1997,262,221,221,Claire,Australia
9742_8#10,ERR539749,ERR539749,animal,Australia,1987,284,77,77,Claire,Australia
9742_8#11,ERR539750,ERR539750,human,Australia,2003,797,222,222,Claire,Australia
9742_8#12,ERR539751,ERR539751,human,Australia,2004,332,21,21,Claire,Australia
9742_8#13,ERR539752,ERR539752,human,Australia,2004,245,89,89,Claire,Australia
9742_8#14,ERR539753,ERR539753,human,PNG,2005,1074,127,127,Claire,Australia
9742_8#15,ERR539754,ERR539754,human,Indonesia,2005,46,2,2,Claire,Asia
9742_8#16,ERR539755,ERR539755,env,Australia,2004,442,90,90,Claire,Australia
9742_8#17,ERR539756,ERR539756,human,Australia,2005,1075,223,223,Claire,Australia
9742_8#18,ERR539757,ERR539757,human,Australia,2005,450,224,224,Claire,Australia
9742_8#19,ERR539758,ERR539758,human,Australia,2006,266,50,50,Claire,Australia
9742_8#20,ERR539759,ERR539759,human,Australia,2006,804*,225,225,Claire,Australia
9742_8#21,ERR539760,ERR539760,human,PNG,2006,Novel*,226,226,Claire,Australia
9742_8#22,ERR539761,ERR539761,human,Australia,2007,ND,227,227,Claire,Australia
9742_8#24,ERR539763,ERR539763,human,Fiji,2008,280,124,124,Claire,Australia
9742_8#25,ERR539764,ERR539764,env,Australia,2009,861,228,228,Claire,Australia
9742_8#27,ERR539766,ERR539766,animal,China,1987,70,1,1,Claire,Asia
9742_8#28,ERR539767,ERR539767,animal,China,2007,70,1,1,Claire,Asia
9742_8#3,ERR539742,ERR539742,human,Australia,2002,244,42,42,Claire,Australia
9742_8#30,ERR539769,ERR539769,animal,China,2007,32,1,1,Claire,Asia
9742_8#31,ERR539770,ERR539770,env,China,1987,70*,1,1,Claire,Asia
9742_8#32,ERR539771,ERR539771,env,China,1999,70,1,1,Claire,Asia
9742_8#34,ERR539773,ERR539773,NA,Cambodia,2008,105,229,229,Claire,Asia
9742_8#5,ERR539744,ERR539744,human,Australia,2002,255,230,230,Claire,Australia
9742_8#6,ERR539745,ERR539745,human,Australia,2003,239,231,231,Claire,Australia
9742_8#7,ERR539746,ERR539746,animal,Australia,1966,Novel*,77,77,Claire,Australia
9742_8#8,ERR539747,ERR539747,human,Australia,1976,1056,232,232,Claire,Australia
9742_8#9,ERR539748,ERR539748,env,Australia,1980,284,77,77,Claire,Australia
AAMM02,AAMM02,AAMM02000000,human,Thailand,1988,211,9,9,Claire,Asia
ABBL01,ABBL01,ABBL00000000,human,Pakistan,na,72,91,2,Bow,Asia
ABBR01,ABBR01,ABBR00000000,NA,Brazil,na,1355,233,25_233,Bow,South America
AHJD01,AHJD01,AHJD00000000.1,human,Thailand,1994,78,3,3,Bow,Asia
AOGU01,AOGU01,AOGU00000000,human,Australia,na,131,21,21,Claire,Australia
AOUG01,AOUG01,AOUG00000000,human,Thailand,1996,23,3,3,Claire,Asia
APNS01,APNS01,APNS00000000,human,Australia,2001,111,128,128,Bow,Australia
ARZE01,ARZE01,NZ_ARZE00000000,human,Brazil,2007,92,25,25_233,Claire,South America
ARZF01,ARZF01,ARZF00000000,human,Australia,1994,132,24,24,Claire,Australia
ARZG01,ARZG01,ARZG00000000,human,Thailand,na,Novel*,5,5,Claire,Asia
ARZH01,ARZH01,ARZH00000000,human,PNG,na,1074,127,127,Claire,Australia
ARZI01,ARZI01,ARZI00000000,env,Australia,na,326,14,14,Claire,Australia
ARZJ01,ARZJ01,ARZJ00000000,human,Australia,na,617,36,36,Claire,Australia
ARZK01,ARZK01,ARZK00000000,env,Australia,na,326,14,14,Claire,Australia
ARZL01,ARZL01,ARZL00000000,env,Australia,na,266,78,78,Claire,Australia
ARZO01,ARZO01,NZ_ARZO00000000,human,USA,na,426,119,119,Claire,North America
ARZP01,ARZP01,ARZP00000000,human,Pakistan,na,72,91,2,Claire,Asia
ARZQ01,ARZQ01,ARZQ00000000,env,Thailand,na,Novel*,1,1,Claire,Asia
ARZR01,ARZR01,ARZR00000000,env,Thailand,na,178,11,11,Claire,Asia
ARZS01,ARZS01,ARZS00000000,env,Thailand,na,Novel*,1,1,Claire,Asia
ARZT01,ARZT01,ARZT00000000,env,Thailand,na,Novel*,1,1,Claire,Asia
ARZU01,ARZU01,ARZU00000000,env,Thailand,na,93,2,2,Claire,Asia
ARZV01,ARZV01,ARZV00000000,env,Thailand,na,60,2,2_2,Claire,Asia
ARZW01,ARZW01,ARZW00000000,env,Thailand,na,84,1,1,Claire,Asia
ATJY01,ATJY01,ATJY00000000,human,Australia,na,243,42,42,Claire,Australia
AXDS01,AXDS01,AXDS00000000,env,Australia,2012,325,234,234,Claire,Australia
BX571965,BX571965,BX571965 and BX571966,human,Thailand,1996,10,3,3,Claire,Asia
CP002833,CP002833,CP002833.1 n CP002834.1,human,Thailand,1993,102,4,4,Claire,Asia
CP003782,CP003782,CP003781 n CP003782,human,China,2008,70,1,1,Bow,Asia
CP003976,CP003976,CP003976_n_CP003977,human,Australia,na,613,235,235,Claire,Australia
CP004001,CP004001,CP004001_n_CP004002,human,Australia,na,286,236,236,Claire,Australia
CP004003,CP004003,CP004003_n_CP004004,env,Australia,na,617,36,36,Claire,Australia
CP004377,CP004377,CP004377_n_CP004378,env,Australia,na,326,14,14,Claire,Australia
CP008779,CP008779,CP008779_n_CP008780,human,Australia,2003,131,21,21,Claire,Australia
CP008783,CP008783,CP008783.1 n CP008784.1,human,Australia,2011,553,129,129,Claire,Australia
CP008893,CP008893,CP008894.1 n CP008893.1,human,Thailand,2011,48,2,2,Claire,Asia
CP008909,CP008909,CP008909.1 n CP008910.1,human,Australia,2011,553,129,129,Claire,Australia
CP008911,CP008911,CP008911.1 n CP008912.1,human,Thailand,2010,228,34,34,Claire,Asia
CP009152,CP009152,CP009153 n CP009152,env,Australia,2010,846,92,92,Claire,Australia
CP009156,CP009156,CP009156,env,Australia,2012,1340,237,237,Claire,Australia
CP009160,CP009160,CP009160,env,Australia,2012,252,43,43,Claire,Australia
CP009162,CP009162,CP009162 n CP009163,env,Australia,2001,267,238,238,Claire,Australia
CP009164,CP009164,CP009165 n CP009164,env,Australia,na,667,93,93,Claire,Australia
CP009234,CP009234,CP009235 n CP009234,human,Australia,1990,471,24,24,Claire,Australia
CP009269,CP009269,CP009270 n CP009269,human,Australia,2006,132,24,24,Claire,Australia
CP009271,CP009271,CP009271_n_CP009272,human,Australia,2001,117,239,239,Claire,Australia
CP009297,CP009297,CP009297 and CP009298,human,Australia,1995,211,9,9,Claire,Australia
CP009474,CP009474,CP009474_n_CP009473,human,Australia,na,257,65,65,Claire,Australia
CP009484,CP009484,CP009484_n_CP009485,env,Australia,na,126,49,49,Claire,Australia
CP010973,CP010973,CP010973 n CP010974,human,Taiwan,na,58,2,2_3,Claire,Asia
CP012093,CP012093,CP012093 n CP012094,env,China,1976,562,19,2,Claire,Asia
CP012515,CP012515,CP012515 n CP012516,human,Taiwan,na,1001,130,130,Claire,Asia
CP012517,CP012517,CP012517 n CP012518,human,Taiwan,na,1001,130,130,Claire,Asia
CP012576,CP012576,CP012576 n CP012577,NA,Malaysia,2015,1477,6,6,Bow,Asia
JAUN01,JAUN01,JAUN00000000,env,Thailand,na,326,14,14,Claire,Asia
JNOW01,JNOW01,JNOW00000000,human,Australia,1996,956,240,240,Claire,Australia
JOTS01,JOTS01,JOTS00000000,human,Australia,1999,958,241,241,Claire,Australia
JOTT01,JOTT01,JOTT00000000,human,Australia,1996,445,242,242,Claire,Australia
JOTU01,JOTU01,JOTU00000000,human,Australia,2000,283,243,243,Claire,Australia
JOTX01,JOTX01,JOTX00000000,human,Australia,2000,959,244,244,Claire,Australia
JOTY01,JOTY01,JOTY00000000,human,Australia,1996,955,245,245,Claire,Australia
JOTZ01,JOTZ01,JOTZ00000000,human,Australia,2001,750,246,246,Claire,Australia
JPHA01,JPHA01,JPHA00000000,human,Australia,2000,248,247,247,Claire,Australia
JPHB01,JPHB01,JPHB00000000,human,Australia,na,954,248,248,Claire,Australia
JPNO01,JPNO01,JPNO00000000,human,Australia,1996,953,249,249,Claire,Australia
JPNP01,JPNP01,JPNP00000000,human,Australia,2000,254,94,94,Claire,Australia
JPNQ01,JPNQ01,JPNQ00000000,human,Australia,1996,24,131,131,Claire,Australia
JPNR01,JPNR01,JPNR00000000,human,Australia,1996,24,131,131,Claire,Australia
JPNS01,JPNS01,JPNS00000000,human,Thailand,na,15,12,12,Claire,Asia
JPNU01,JPNU01,JPNU00000000,human,Australia,1998,252,43,43,Claire,Australia
JPNV01,JPNV01,JPNV00000000,human,Australia,1998,957,250,250,Claire,Australia
JPNW01,JPNW01,JPNW00000000,human,Australia,1997,140,251,251,Claire,Australia
JPOA01,JPOA01,JPOA00000000,env,Australia,2010,995,132,132,Claire,Australia
JPQH01,JPQH01,JPQH00000000,env,Australia,2010,1020,252,252,Claire,Australia
JPQI01,JPQI01,JPQI00000000,env,Australia,2010,149,54,54,Claire,Australia
JPQJ01,JPQJ01,JPQJ00000000,env,Australia,2010,877,253,253,Claire,Australia
JPQK01,JPQK01,JPQK00000000,env,Australia,2012,816,94,94,Claire,Australia
JPQL01,JPQL01,JPQL00000000,env,Australia,2010,238,125,125,Claire,Australia
JPQM01,JPQM01,JPQM00000000,env,Australia,2011,109,15,15,Claire,Australia
JPQN01,JPQN01,JPQN00000000,human,Australia,2011,1022,133,133,Claire,Australia
JPUY01,JPUY01,JPUY00000000,env,Australia,2012,1018,254,254,Claire,Australia
JPUZ01,JPUZ01,JPUZ00000000,env,Australia,2010,849,87,87,Claire,Australia
JPVA01,JPVA01,JPVA00000000,env,Australia,2010,1016,95,95,Claire,Australia
JPVB01,JPVB01,JPVB00000000,env,Australia,2010,995,132,132,Claire,Australia
JPVC01,JPVC01,JPVC00000000,env,Australia,2010,468,255,255,Claire,Australia
JPVD01,JPVD01,JPVD00000000,env,Australia,2010,1016,95,95,Claire,Australia
JPVE01,JPVE01,JPVE00000000,env,Australia,2012,816,94,94,Claire,Australia
JPVF01,JPVF01,JPVF00000000,env,Australia,2012,1021,256,256,Claire,Australia
JPVG01,JPVG01,JPVG00000000,env,Australia,2012,900,257,257,Claire,Australia
JPVH01,JPVH01,JPVH00000000,env,Australia,2010,849,87,87,Claire,Australia
JPVI01,JPVI01,JPVI00000000,env,Australia,2010,878,258,258,Claire,Australia
JPVJ01,JPVJ01,JPVJ00000000,env,Australia,2010,1016,95,95,Claire,Australia
JPVK01,JPVK01,JPVK00000000,env,Australia,2012,252,43,43,Claire,Australia
JPVL01,JPVL01,JPVL00000000,env,Australia,2010,846,92,92,Claire,Australia
JPVM01,JPVM01,JPVM00000000,env,Australia,2010,1019,134,134,Claire,Australia
JPWQ01,JPWQ01,JPWQ00000000,env,Australia,2011,1028,259,259,Claire,Australia
JPWR01,JPWR01,JPWR00000000,env,Australia,2012,1032,260,260,Claire,Australia
JPWS01,JPWS01,JPWS00000000,env,Australia,2012,1033,261,261,Claire,Australia
JPZW01,JPZW01,JPZW00000000,human,Australia,1996,132,24,24,Claire,Australia
JPZX01,JPZX01,JPZX00000000,human,Australia,na,294,262,262,Claire,Australia
JQDA01,JQDA01,JQDA00000000,human,Australia,2002,259,64,64,Claire,Australia
JQDB01,JQDB01,JQDB00000000,human,Australia,2000,145,263,263,Claire,Australia
JQDC01,JQDC01,JQDC00000000,human,Australia,1998,103,75,75,Claire,Australia
JQDD01,JQDD01,JQDD00000000,human,Australia,1994,36,22,22,Claire,Australia
JQDE01,JQDE01,JQDE00000000,env,Australia,2011,1027,264,264,Claire,Australia
JQDF01,JQDF01,JQDF00000000,human,Australia,2012,970,265,265,Claire,Australia
JQDH01,JQDH01,JQDH00000000,env,Australia,2012,766,266,266,Claire,Australia
JQDI01,JQDI01,JQDI00000000,human,Australia,2000,142,267,267,Claire,Australia
JQDJ01,JQDJ01,JQDJ00000000,env,Australia,2011,1029,268,268,Claire,Australia
JQDK01,JQDK01,JQDK00000000,env,Australia,2011,866,269,269,Claire,Australia
JQDL01,JQDL01,JQDL00000000,env,Australia,2011,885,270,270,Claire,Australia
JQDM01,JQDM01,JQDM00000000,env,Australia,2012,1030,271,271,Claire,Australia
JQDN01,JQDN01,JQDN00000000,env,Australia,2012,1024,272,272,Claire,Australia
JQDO01,JQDO01,JQDO00000000,env,Australia,2011,862,88,88,Claire,Australia
JQDP01,JQDP01,JQDP00000000,env,Australia,2010,1025,273,273,Claire,Australia
JQEE01,JQEE01,JQEE00000000,human,Australia,na,278,76,76,Claire,Australia
JQEG01,JQEG01,JQEG00000000,human,Australia,2007,483,123,123,Claire,Australia
JQEH01,JQEH01,JQEH00000000,human,Australia,2008,617,36,36,Claire,Australia
JQFM01,JQFM01,JQFM00000000,human,Australia,1994,106,274,274,Claire,Australia
JQFN01,JQFN01,JQFN00000000,human,Australia,na,113,275,275,Claire,Australia
JQFO01,JQFO01,JQFO00000000,human,Australia,1996,126,49,49,Claire,Australia
JQGX01,JQGX01,JQGX00000000,env,Australia,2012,276,276,276,Claire,Australia
JQGY01,JQGY01,JQGY00000000,env,Australia,2012,814,277,277,Claire,Australia
JQGZ01,JQGZ01,JQGZ00000000,human,Australia,2011,1026,278,278,Claire,Australia
JQHQ01,JQHQ01,JQHQ00000000,env,Australia,na,667,93,93,Claire,Australia
JQHR01,JQHR01,JQHR00000000,env,Australia,na,667,93,93,Claire,Australia
JQHT01,JQHT01,JQHT00000000,env,Australia,2012,817,279,279,Claire,Australia
JQHU01,JQHU01,JQHU00000000,env,Australia,2012,815,280,280,Claire,Australia
JQHV01,JQHV01,JQHV00000000,human,Australia,2008,781,281,281,Claire,Australia
JQII01,JQII01,JQII00000000,env,Australia,2010,848*,135,135,Claire,Australia
JQIJ01,JQIJ01,JQIJ00000000,env,Australia,2012,1017,282,282,Claire,Australia
JQIK01,JQIK01,JQIK00000000,env,Australia,2010,850,136,136,Claire,Australia
JQIL01,JQIL01,JQIL00000000,env,Australia,2010,850,136,136,Claire,Australia
JQOB01,JQOB01,JQOB00000000,human,Australia,2009,132,24,24,Claire,Australia
JREN01,JREN01,JREN00000000,env,Australia,2012,1031,283,283,Claire,Australia
JRFK01,JRFK01,JRFK00000000,human,Australia,2010,132,24,24,Claire,Australia
